Country Name,Country Code,Series Name,Series Code,1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1666.44865002629,1498.1045669026,1806.23416682495,1822.97848351681,1777.45406899787,1907.59701357669,1928.29421602143,2155.89816122615,2196.10036842951,2572.58958889668,2858.12696496557,2766.34209587397,2994.48631913259,3054.45157082501,3024.98212032803,2974.57332173451,2964.2871729567,2956.7699250337,2906.84260021104,2933.9585984536,2776.56152113396,2138.87024713086,1955.21290440094,..
Afghanistan,AFG,Net official development assistance received (constant 2021 US$),DT.ODA.ODAT.KD,218350006.103516,264500000,269709991.455078,293630004.882813,230850006.103516,270950012.207031,72260002.1362305,58990001.6784668,27059999.4659424,39950000.7629395,19729999.5422363,45889999.3896484,6429999.82833862,93459999.0844727,137610000.610352,273100006.103516,209800003.051758,804239990.234375,323019989.013672,359290008.544922,355489990.234375,292700012.207031,236380004.882813,357220001.220703,256950012.207031,225970001.220703,233360000.610352,737489990.234375,1932219970.70313,2119750000,2882780029.29688,3558129882.8125,3536939941.40625,5140459960.9375,5124450195.3125,6568600097.65625,6882540039.0625,7099149902.34375,6966729980.46875,5354040039.0625,5175979980.46875,4815140136.71875,4610850097.65625,4248819824.21875,4073770019.53125,4509450195.3125,4480430175.78125,4690520019.53125,3959649902.34375,..
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-11.7745360343304,6.12552203654018,11.655238221181,11.2714320572149,10.9127735503048,7.19975129292388,22.5277562007029,2.09628875042125,-2.16340442746143,3.81463031545211,16.5933467401627,7.30175646760432,4.82278547876986,0.56694454253261,2.44756300147404,-2.19752646733461,2.40365618765746,2.07134857783487,6.52147984832531,6.9629462552564,2.83899625081041,9.40623933931322,..
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.55,40.1,40.645,41.228,40.271,39.086,39.618,40.164,37.766,38.187,33.329,33.55,39.396,39.844,43.958,45.158,45.967,46.663,47.596,51.466,51.495,52.544,53.243,53.634,52.943,54.846,55.298,55.798,56.454,57.344,57.944,58.361,58.684,59.111,59.852,60.364,60.851,61.419,61.923,62.417,62.545,62.659,63.136,63.016,63.081,63.565,62.575,61.982,62.879,..
Afghanistan,AFG,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.7098945514103,51.4117163747271,72.8854696086536,..
Afghanistan,AFG,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.1092193573017,21.2623843883974,21.8454919236646,..
Afghanistan,AFG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00482760061734038,0.0241685679088889,1.30694987042884,1.27849325196424,3.577104200584,4.36867310434287,3.41377297323201,1.93570171391636,0.45536044478174,0.45188914562189,1.20311798981139,0.293025179616803,0.285440893554571,0.239801184405551,0.209664794672203,0.88400046336123,0.516606084523093,0.274796791572807,0.661572217787196,0.124495985291258,0.0649939571808755,0.144401085222495,..,..
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,2.51300652866696,2.39328715201941,2.17951743613923,2.08695112645253,1.96337688969092,0.366492805213276,-3.92417169353628,-11.2753243281662,-10.0530062531184,-1.36570774423119,2.89433470700097,2.58769693348811,-0.608560872677256,-1.21019039755447,0.586318311683292,2.75187729340688,0.202433955671883,0.469880406765633,11.5225244151801,14.9644548746872,9.86426206628341,6.04653555233991,4.1030220499493,3.9106052193522,3.88293060489748,4.07787948472197,1.4438030241194,0.742516834396313,6.44932147797304,7.54101896480183,3.93317768847308,3.57650800354462,4.13967803534352,1.79319572747206,2.00233326232255,3.56128837446668,2.89490410370988,3.68950830230738,4.07762772858795,3.46678830410982,3.65757606530364,3.12134122890873,2.58154939895659,2.86649214750073,2.88520797304849,2.90852909268743,3.13474690779163,2.85135765449931,2.53449831666733,2.66562820222961
Afghanistan,AFG,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.69848728179932,9.79236030578613,..,11.7771825790405,..,..,13.007438659668,9.46131038665771,12.5973300933838,..
Afghanistan,AFG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,13.219,13.641,14.074,14.517,14.973,15.442,15.995,16.562,17.147,17.747,18.365,18.997,19.647,20.314,20.998,21.088,21.177,21.266,21.355,21.444,21.534,21.624,21.714,21.805,21.895,21.986,22.078,22.169,22.261,22.353,22.5,22.703,22.907,23.113,23.32,23.528,23.737,23.948,24.16,24.373,24.587,24.803,25.02,25.25,25.495,25.754,26.026,26.314,26.616,26.933
Albania,ALB,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5377.9446565558,3895.41628837015,3637.44034973841,4009.54865526712,4369.19561322821,4981.95327417341,5469.19726589039,4902.52799610365,5369.07630993237,6099.70392549286,6565.11270374311,7176.61337361852,7524.71323513617,7970.49316514895,8445.26113769001,8957.70965522176,9546.49301184324,10194.4353479055,11043.4389767839,11491.0450042866,11976.3214674401,12314.2504385294,12509.4156460404,12657.9317259324,12909.2407950878,13234.1440599067,13694.7310779137,14228.5670700585,14837.0249272247,15211.4433111205,14793.8528859268,16261.804554188,17260.1194661056,18059.9379072012
Albania,ALB,Net official development assistance received (constant 2021 US$),DT.ODA.ODAT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10050000.1907349,19040000.9155273,17190000.5340576,480140014.648438,593460021.972656,428540008.544922,238580001.831055,241210006.713867,312790008.544922,245639999.389648,402230010.986328,742859985.351563,524150024.414063,452450012.207031,483619995.117188,467440002.441406,373869995.117188,376950012.207031,379500000,280700012.207031,337089996.337891,330420013.427734,374500000,366529998.779297,355929992.675781,270029998.779297,276619995.117188,350850006.103516,189820007.324219,185070007.324219,365630004.882813,29399999.6185303,326519989.013672,633419982.910156,338769989.013672,..
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,..,-2.13957198618188,-0.0177190996205354,-0.0167551716364898,-0.0283602576437829,0.35122234783789,-2.41730042881588,-0.000306092920837386,-0.00057857927218663,0.0036791601611128,-0.431368812605911,35.5142469575829,232.984658866956,125.650814219817,35.8424752083078,9.9706626786687,38.1720581994814,11.2396444802125,6.73085990507577,2.10284998886902,5.6474714679938,3.81085737408868,3.6474762708812,5.19863530307683,3.15236892537025,3.30681814689954,2.47818888688769,4.3867093833438,4.11708542559394,2.41833605890835,4.49314320031891,2.31474379699794,1.04271460643407,0.288745964127756,1.54991706986272,0.563991350160876,-0.632653419095547,1.45073158124514,1.47295348748196,1.25702482876329,0.696542442312051,3.45443198973012,9.86601343108215,4.55308281133995
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.769,68.328,68.704,69.121,69.309,69.584,70.478,70.73,71.023,71.296,71.502,71.656,71.95,72.352,72.641,72.88,73.144,73.378,73.715,73.939,74.131,74.362,74.592,73.904,74.99,75.183,75.404,75.639,75.89,76.142,76.376,76.621,76.816,77.549,77.653,77.781,77.936,78.092,78.064,78.123,78.407,78.644,78.86,79.047,79.184,79.282,76.989,76.463,76.833,..
Albania,ALB,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,47.4940925041872,46.1004662837047,44.8105616083383,40.4106676033234,38.1156830212927,35.9348239721958,31.637304878056,32.159563916938,36.89787073527,40.066086463479,39.4369634031142,36.0705200632829,108.785472241159,80.518332770413,53.1025847356112,47.6105948729712,44.895444716607,45.4255562530936,48.1375348189415,51.0110303565873,63.454073132628,66.4910240323437,68.5250682234387,67.0205610427628,67.0471873068205,70.8723467754672,74.2670902393052,83.2020801053931,77.4517514962857,75.0949144008056,76.5433902447878,81.218568933066,76.5102006210933,75.8737138467897,75.4078455964825,71.801006339647,74.809862823171,78.1942495319136,76.8081841283291,76.2791946495763,59.8297294321628,76.0179821075752,85.1496805230602,84.538290682898
Albania,ALB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,9.3116515041052,8.84353390708875,8.89861279321276,9.09399523742266,9.75153050082957,9.63955140756505,9.61342983715576,9.99617333989332,9.80506206927652,9.13190329724955,19.1885468896252,22.8753325986112,21.4082882933696,14.6384098004022,14.6234019156112,13.8271152568861,9.45360226582805,10.4480085958156,10.8444061031888,11.0555755938989,9.69245349651536,10.625955499078,11.3351367908612,11.0984229894148,11.2058669623781,11.031267292825,10.5272906437808,10.4774392871051,10.3789563199331,11.109434443885,11.1573603733327,10.9741654774939,10.844815956651,11.0254938139466,11.4518682295269,11.1106353102927,11.2693152160404,11.4983976170746,11.2865692132195,11.34698393056,11.8485078488972,11.908412634206,10.1787589198906,11.0809040292888
